year,dispnum,incidnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,onset,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
2004,4372,4372001,Rwanda-Uganda Border,Midpoint of shared (national) border,30.0537,-1.40806,5,1,ArcGIS and cShapes,Point along a line,,131338,,,,,
2004,4372,4372002,Uganda,Centroid of ADM0,32.3862,1.27996,6,0,ArcGIS and cShapes,State,,127742,,,,,
2004,4414,4414013,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414014,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414015,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414016,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414017,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414018,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414019,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414020,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414021,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414022,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414023,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414024,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414025,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4414,4414026,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2004,4421,4421001,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247,5,1,ArcGIS and cShapes,Point along a line,,72215,,,,,
2004,4422,4422001,Georgia,Centroid of ADM0,43.5174,42.1763,6,1,ArcGIS and GADM,State,,68645,,,,,
2004,4422,4422002,Georgia,Centroid of ADM0,43.5174,42.1763,6,0,ArcGIS and GADM,State,,68645,,,,,
2004,4422,4422003,Georgia-South Ossetia Border (Airspace),Centroid of ADM0,43.5174,42.1763,6,0,ArcGIS and cShapes,State,,68645,,,,,
2004,4423,4423001,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,1,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4423,4423002,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4423,4423003,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4423,4423004,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4423,4423005,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4423,4423006,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2004,4457,4457003,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333,3,0,latlong.net,Island,,92245,,,,,
2004,4457,4457004,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333,3,0,latlong.net,Island,,92245,,,,,
2004,4462,4462003,"Matzu Islands, Taiwan","Matzu Islands, Taiwan",119.931,26.1499,3,0,latlong.net,Island,,91597,,,,,
2004,4465,4465001,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,1,ArcGIS and ESRI,ADM2 like,,74252,,,,,
2004,4465,4465002,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,,,,,
2004,4465,4465003,North Korea (DMZ)-South Korea Border,Midpoint of shared (subnational) border,127.378,38.3717,5,0,ArcGIS and ESRI,Point along a line,,74252,,,,,
2004,4466,4466001,China-North Korea Border,Midpoint of shared (national) border,127.961,41.4349,5,1,ArcGIS and cShapes,Point along a line,,69933,,,,,
2004,4467,4467001,China-Japan Border (Territorial Waters),Midpoint of shortest distance between territorial waters,121.671,25.3028,5,1,ArcGIS and Marine Regions,Point along a line,,93041,,,,,
2004,4467,4467002,China-Japan Border (Territorial Waters),Midpoint of shortest distance between territorial waters,121.671,25.3028,5,0,ArcGIS and Marine Regions,Point along a line,,93041,,,,,
2004,4497,4497001,Dominican Republic-Haiti Border,Midpoint of shared (national) border,-71.7183,18.7414,5,1,ArcGIS and cShapes,Point along a line,,102734,,,,,
2004,4518,4518001,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775,5,1,ArcGIS and cShapes,Point along a line,,79520,,,,,
2004,4518,4518002,Iraq-Syria Border,Midpoint of shared (national) border,41.2236,34.8775,5,0,ArcGIS and cShapes,Point along a line,,79520,,,,,
2004,4519,4519001,"Tikrit, Iraq","Tikrit, Iraq",43.6567,34.6187,1,1,latlong.net,Precise location text,,79445,,,,,
2004,4520,4520001,Syria-Turkey Border,Midpoint of shared (national) border,38.6869,36.7241,5,1,ArcGIS and cShapes,Point along a line,,76635,,,,,
2004,4521,4521001,Iran-UAE Border (Territorial Waters),Midpoint of shortest distance between territorial waters,54.3591,25.5773,5,1,ArcGIS and Marine Regions,Point along a line,,92426,,,,,
2004,4521,4521002,Iran-UAE Border (Territorial Waters),Midpoint of shortest distance between territorial waters,54.3591,25.5773,5,0,ArcGIS and Marine Regions,Point along a line,,92426,,,,,
2004,4521,4521003,Iran-UAE Border (Territorial Waters),Midpoint of shortest distance between territorial waters,54.3591,25.5773,5,0,ArcGIS and Marine Regions,Point along a line,,92426,,,,,
2004,4522,4522001,Iran-Qatar Border (Territorial Waters),Midpoint of shortest distance between territorial waters,52.7789,26.2577,5,1,ArcGIS and Marine Regions,Point along a line,,91703,,,,,
2004,4522,4522002,Iran-Qatar Border (Territorial Waters),Midpoint of shortest distance between territorial waters,52.7789,26.2577,5,0,ArcGIS and Marine Regions,Point along a line,,91703,,,,,
2004,4523,4523001,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638,5,1,ArcGIS and cShapes,Point along a line,,80889,,,,,
2004,4523,4523002,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638,5,0,ArcGIS and cShapes,Point along a line,,80889,,,,,
2004,4524,4524001,Iran-Iraq Border (Airspace),Midpoint of shared (national) border,45.6418,33.7638,5,1,ArcGIS and cShapes,Point along a line,,80889,,,,,
2004,4524,4524002,Iran-Iraq Border (Airspace and Maritime),Midpoint of shared (territorial water) border,48.7727,29.753,5,0,ArcGIS and Marine Regions,Point along a line,,86655,,,,,
2004,4525,4525001,Iran (Kurdistan [> ADM1])-Turkey Border (Airspace),Midpoint of shared (subnational) border,44.3329,38.5771,5,1,ArcGIS and GADM,Point along a line,,73686,,,,,
2004,4525,4525002,Iran (Kurdistan [> ADM1])-Turkey Border (Airspace),Midpoint of shared (subnational) border,44.3329,38.5771,5,0,ArcGIS and GADM,Point along a line,,73686,,,,,
2004,4525,4525003,Iran (Kurdistan [> ADM1])-Turkey Border (Airspace),Midpoint of shared (subnational) border,44.3329,38.5771,5,0,ArcGIS and GADM,Point along a line,,73686,,,,,
2004,4526,4526001,Egypt-Israel Border,Midpoint of shared (national) border,34.4711,30.7262,5,1,ArcGIS and cShapes,Point along a line,,85266,,,,,
2004,4549,4549001,Hans Island (Arctic Ocean),Hans Island,-66.4596,80.8269,2,1,latlong.net,Island,,13453,,,,,
2004,4552,4552023,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552024,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552025,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552026,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552027,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552028,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552029,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4552,4552030,Afghanistan-Pakistan Border,Midpoint of shared (national) border,69.227,31.8695,5,0,ArcGIS and cShapes,Point along a line,,83736,,,,,
2004,4555,4555011,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,0,ArcGIS and cShapes,Point along a line,,92337,,,,,
2004,4555,4555012,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,0,ArcGIS and cShapes,Point along a line,,92337,,,,,
2004,4555,4555013,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,0,ArcGIS and cShapes,Point along a line,,92337,,,,,
2004,4555,4555014,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,0,ArcGIS and cShapes,Point along a line,,92337,,,,,
2004,4555,4555015,Bangladesh-India Border,Midpoint of shared (national) border,89.8472,25.9152,5,0,ArcGIS and cShapes,Point along a line,,92337,,,,,
2004,4559,4559001,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239,5,1,ArcGIS and cShapes,Point along a line,,121160,,,,,
2004,4559,4559002,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239,5,0,ArcGIS and cShapes,Point along a line,,121160,,,,,
2004,4559,4559003,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239,5,0,ArcGIS and cShapes,Point along a line,,121160,,,,,
2004,4559,4559004,Malaysia-Thailand Border,Midpoint of shared (national) border,101.096,5.9239,5,0,ArcGIS and cShapes,Point along a line,,121160,,,,,
2004,4560,4560001,Indonesia-Thailand Border (Territorial Waters),Midpoint of shortest distance between territorial waters,98.5017,5.73217,5,1,ArcGIS and Marine Regions,Point along a line,,121155,,,,,
2004,4561,4561001,India Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,74.4493,13.342,5,1,ArcGIS and Marine Regions,Point along a line,"India has two noncontiguous territorial waters: one surrounds the Indian mainland, the other surrounds the Lakshadweep atoll; The included coordinates correspond to the point along India's territorial waters that are nearest to the centroid of these two noncontiguous territorial waters",110386,,,,,
2004,4562,4562001,Myanmar Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,95.2273,15.1151,5,1,ArcGIS and Marine Regions,Point along a line,Myanmar has three noncontiguous territorial waters; The included coordinates correspond to the point along Myanmar's territorial waters that are nearest to the centroid of these three noncontiguous territorial waters,107468,,,,,
2004,4563,4563001,India-Nepal Border,Midpoint of shared (national) border,83.9121,27.4494,5,1,ArcGIS and cShapes,Point along a line,,90165,,,,,
2004,4563,4563002,India-Nepal Border,Midpoint of shared (national) border,83.9121,27.4494,5,0,ArcGIS and cShapes,Point along a line,,90165,,,,,
2004,4564,4564001,Myanmar-Thailand Border,Midpoint of shared (national) border,98.7793,16.3433,5,1,ArcGIS and cShapes,Point along a line,,106035,,,,,
2004,4565,4565001,India-Myanmar Border,Midpoint of shared (national) border,94.5781,25.2131,5,1,ArcGIS and cShapes,Point along a line,,93067,,,,,
2005,4182,4182455,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182456,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182457,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182458,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182459,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182460,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182461,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182462,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182463,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182464,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182465,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182466,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182467,Israel,Centroid of ADM0,35.0502,31.5491,6,0,ArcGIS and cShapes,State,,83828,,,,,
2005,4182,4182468,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182469,Israel-Lebanon Territorial Water Border,Midpoint of shared (territorial water) border,34.9849,33.1011,5,0,ArcGIS and Marine Regions,Point along a line,,81667,,,,,
2005,4182,4182470,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182471,Israel,Centroid of ADM0,35.0502,31.5491,6,0,ArcGIS and cShapes,State,,83828,,,,,
2005,4182,4182472,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182473,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182474,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182475,Israel,Centroid of ADM0,35.0502,31.5491,6,0,ArcGIS and cShapes,State,,83828,,,,,
2005,4182,4182476,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4182,4182477,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,,,,,
2005,4373,4373001,Kenya-Somalia Border,Midpoint of shared (national) border,40.9886,1.22132,5,1,ArcGIS and cShapes,Point along a line,,127759,,,,,
2005,4373,4373002,Kenya-Somalia Border,Midpoint of shared (national) border,40.9886,1.22132,5,0,ArcGIS and cShapes,Point along a line,,127759,,,,,
2005,4374,4374001,"Moyale, Kenya","Moyale, Kenya",39.0546,3.52109,1,1,latlong.net,Precise location text,,124156,,,,,
2005,4374,4374002,Ethiopia-Kenya Border,Midpoint of shared (national) border,39.0232,3.52626,5,0,ArcGIS and cShapes,Point along a line,,124156,,,,,
2005,4375,4375001,Eritrea-Ethiopia Border,Midpoint of shared (national) border,39.315,14.4783,5,1,ArcGIS and cShapes,Point along a line,,109036,,,,,
2005,4375,4375002,Eritrea-Ethiopia Border,Midpoint of shared (national) border,39.315,14.4783,5,0,ArcGIS and cShapes,Point along a line,,109036,,,,,
2005,4376,4376001,Ethiopia-Somalia (Mudug [ADM1]) Border,Midpoint of shared (subnational) border,47.0957,7.10921,5,1,ArcGIS and GADM,Point along a line,"Incident involves dual events in Gaalkacyo, Somalia and Goldogob, Somalia",119052,,,,,
2005,4377,4377001,"Luiza, DRC","Luiza, DRC",22.3993,-7.19913,1,1,latlong.net,Precise location text,,140042,,,,,
2005,4378,4378001,Ghana-Togo Border,Midpoint of shared (national) border,0.393728,8.72793,5,1,ArcGIS and cShapes,Point along a line,,117038,,,,,
2005,4379,4379001,Eritrea Territorial Waters,Centroid of territorial waters,40.5091,15.5436,3,1,ArcGIS and Marine Regions,Territorial waters,,106879,,,,,
2005,4380,4380001,Bakassi Peninsula (Cameroon-Nigeria Border),Midpoint of shared (territorial water) border,8.41024,4.53735,5,1,ArcGIS and Marine Regions,Point along a line,,122734,,,,,
2005,4381,4381001,DRC (Kivu [> ADM1]),Centroid of > ADM1,27.4229,-2.52693,5,1,ArcGIS and GADM,> ADM1,,133492,,,,,
2005,4382,4382001,Ivory Coast,Centroid of ADM0,-5.55562,7.63153,6,1,ArcGIS and cShapes,State,,118466,,,,,
2005,4383,4383001,Eritrea-Ethiopia Demilitarized Zone,Centroid of DMZ,39.5325,14.2285,3,1,ArcGIS and cShapes,ADM2 like,,109037,,,,,
2005,4384,4384001,Chad-Sudan Border (Airspace),Midpoint of shared (national) border,22.4098,14.5099,5,1,ArcGIS and cShapes,Point along a line,,108362,,,,,
2005,4384,4384002,Chad-Sudan Border,Midpoint of shared (national) border,22.4098,14.5099,5,0,ArcGIS and cShapes,Point along a line,,108362,,,,,
2005,4384,4384003,Chad-Sudan Border,Midpoint of shared (national) border,22.4098,14.5099,5,0,ArcGIS and cShapes,Point along a line,,108362,,,,,
2005,4414,4414027,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414028,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414029,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414030,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414031,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414032,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414033,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414034,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414035,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414036,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414037,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414038,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414039,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414040,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414041,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414042,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414043,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4414,4414044,Azerbaijan (Nagorno-Karabakh [> ADM1]),Centroid of > ADM1,46.7669,39.9003,5,0,ArcGIS and GADM,> ADM1,,72251,,,,,
2005,4423,4423007,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2005,4423,4423008,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2005,4423,4423009,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2005,4423,4423010,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2005,4423,4423011,Greece-Turkey Border (Territorial Waters),Midpoint of shared (territorial water) border,26.7665,37.9343,5,0,ArcGIS and Marine Regions,Point along a line,,75171,,,,,
2005,4424,4424001,Georgia-Russia Border,Midpoint of shared (national) border,43.549,42.8639,5,1,ArcGIS and cShapes,Point along a line,,67925,,,,,
2005,4424,4424002,Georgia,Centroid of ADM0,43.5174,42.1763,6,0,ArcGIS and GADM,State,,68645,,,,,
2005,4424,4424003,Georgia,Centroid of ADM0,43.5174,42.1763,6,0,ArcGIS and GADM,State,,68645,,,,,
2005,4425,4425001,"Feodosiya, Ukraine","Feodosiya, Ukraine",35.3824,45.0319,2,1,latlong.net,Near,,64388,,,,,
2005,4425,4425002,"Feodosiya, Ukraine","Feodosiya, Ukraine",35.3824,45.0319,2,0,latlong.net,Near,,64388,,,,,
2005,4426,4426001,Kyrgystan-Tajikistan Border,Midpoint of shared (national) border,70.3941,39.5895,5,1,ArcGIS and cShapes,Point along a line,,72218,,,,,
2005,4426,4426002,Kyrgystan-Tajikistan Border,Midpoint of shared (national) border,70.3941,39.5895,5,0,ArcGIS and cShapes,Point along a line,,72218,,,,,
2005,4427,4427001,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247,5,1,ArcGIS and cShapes,Point along a line,,72215,,,,,
2005,4427,4427002,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247,5,0,ArcGIS and cShapes,Point along a line,,72215,,,,,
2005,4427,4427003,Tajikistan-Uzbekistan Border,Midpoint of shared (national) border,68.8798,39.9247,5,0,ArcGIS and cShapes,Point along a line,,72215,,,,,
2005,4428,4428001,"Qorasuv, Uzbekistan","Qorasuv, Uzbekistan",72.8811,40.7262,1,1,latlong.net,Precise location text,,70783,,,,,
2005,4428,4428002,"Qorasuv, Uzbekistan","Qorasuv, Uzbekistan",72.8811,40.7262,1,0,latlong.net,Precise location text,,70783,,,,,
2005,4429,4429001,Norway-Russia Border (Territorial Waters),Midpoint of shared (territorial water) border,31.1108,69.9816,5,1,ArcGIS and Marine Regions,Point along a line,,29088,,,,,
2005,4430,4430001,Kyrgystan (Palman region)-Uzbekistan Border,Midpoint of shared (national) border,71.9143,41.1896,5,1,ArcGIS and cShapes,Point along a line,Could not locate Palman region,70061,,,,,
2005,4468,4468001,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,1,latlong.net,Island,,75701,,,,,
2005,4468,4468002,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,0,latlong.net,Island,,75701,,,,,
2005,4468,4468003,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,0,latlong.net,Island,,75701,,,,,
2005,4468,4468004,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,0,latlong.net,Island,,75701,,,,,
2005,4468,4468005,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,0,latlong.net,Island,,75701,,,,,
2005,4468,4468006,Tokdo Islands,Tokdo Islands,131.868,37.2427,2,0,latlong.net,Island,,75701,,,,,
2005,4469,4469001,Taiwan Territorial Waters,Taiwan territorial waters nearest to China,119.966,24.4155,5,1,ArcGIS and Marine Regions,Point along a line,,94477,,,,,
2005,4470,4470001,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333,3,1,latlong.net,Island,,92245,,,,,
2005,4470,4470002,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333,3,0,latlong.net,Island,,92245,,,,,
2005,4470,4470003,Senkaku (Diaoyu) Islands,Senkaku Islands,123.583,25.8333,3,0,latlong.net,Island,,92245,,,,,
2005,4471,4471001,Indonesia Territorial Waters,Point along territorial waters boundary nearest centroid of noncontiguous territorial waters,120.221,1.23538,5,1,ArcGIS and Marine Regions,Point along a line,Indonesia has four noncontiguous territorial waters; The included coordinates correspond to the point along Indonesia's territorial waters that are nearest to the centroid of these four noncontiguous territorial waters,127598,,,,,
2005,4472,4472001,"Chunxiao gas fields, East China Sea",Midpoint of shared (EEZ) border (in East China Sea),125.702,29.2457,5,1,ArcGIS and Marine Regions,Point along a line,,87209,,,,,
2005,4472,4472002,"Chunxiao gas fields, East China Sea",Midpoint of shared (EEZ) border (in East China Sea),125.702,29.2457,5,0,ArcGIS and Marine Regions,Point along a line,,87209,,,,,
2005,4473,4473001,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,1,ArcGIS and ESRI,ADM2 like,,74252,,,,,
2005,4473,4473002,Korean Demilitarized Zone,Centroid of DMZ,127.474,38.2539,3,0,ArcGIS and ESRI,ADM2 like,,74252,,,,,
